OBJECTID,A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,STATE,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_RESTUSE,A_HELMUSE,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC,A_DOA
69644,3,5,9,6,6,6,8,4,2,42,420704,1,2,2023,2,1,4,3,1,1,2,1,1,1,3
69645,2,3,6,3,3,3,5,2,2,42,420704,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69646,4,5,12,7,9,9,11,6,2,42,420705,1,1,2023,1,2,4,3,1,1,2,1,1,1,3
69647,3,5,9,6,6,6,8,4,2,42,420706,1,1,2023,1,3,4,2,1,1,2,1,1,1,1
69648,3,5,9,6,6,6,8,4,2,42,420706,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69649,2,3,6,3,3,3,5,2,2,42,420707,1,1,2023,1,2,4,3,0,0,0,1,6,1,5
69650,2,3,6,3,3,3,5,2,2,42,420707,1,2,2023,2,1,4,1,1,2,3,1,1,1,1
69651,4,5,10,6,7,7,9,6,2,42,420708,1,1,2023,1,2,4,4,1,1,2,2,1,1,1
69652,4,5,10,6,7,7,9,5,2,42,420710,0,1,2023,3,4,4,4,3,8,9,1,1,5,1
69653,5,6,13,8,10,10,12,7,3,42,420710,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69654,2,3,6,3,3,3,5,2,2,42,420711,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
69655,3,4,7,4,4,4,6,3,2,42,420711,2,1,2023,1,3,4,4,3,8,9,1,1,1,1
69656,2,2,5,2,2,2,4,1,2,42,420712,1,1,2023,1,2,4,1,3,8,9,1,1,1,1
69657,3,5,8,5,5,5,7,3,2,42,420712,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69658,5,6,13,8,10,10,12,7,3,42,420712,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69659,4,5,11,7,8,8,10,6,2,42,420713,1,1,2023,1,1,4,4,0,0,0,1,6,1,5
69660,4,5,12,7,9,9,11,6,2,42,420713,2,1,2023,1,1,4,4,1,1,2,1,1,1,1
69661,4,5,11,7,8,8,10,6,2,42,420713,2,2,2023,2,1,4,3,1,1,2,1,1,1,3
69662,3,5,9,6,6,6,8,4,2,42,420713,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
69663,3,5,9,6,6,6,8,5,2,42,420713,3,2,2023,2,2,4,3,0,0,0,1,6,1,5
69664,3,5,8,5,5,5,7,4,2,42,420714,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
69665,4,5,10,6,7,7,9,6,2,42,420714,2,1,2023,1,2,4,3,3,8,9,1,1,1,3
69666,3,5,9,6,6,6,8,5,2,42,420715,1,1,2023,1,4,2,5,0,0,0,1,6,1,5
69667,3,5,9,6,6,6,8,4,2,42,420715,1,2,2023,2,4,2,3,3,8,9,1,1,1,3
69668,3,4,7,4,4,4,6,3,2,42,420716,1,1,2023,1,1,4,2,1,2,3,1,1,1,1
69669,3,4,7,4,4,4,6,3,2,42,420716,1,2,2023,2,1,4,2,1,2,3,1,1,1,1
69670,3,4,7,4,4,4,6,2,2,42,420716,1,3,2023,2,3,4,3,0,0,0,1,6,1,5
69671,2,3,6,3,3,3,5,2,2,42,420716,1,4,2023,2,3,4,3,0,0,0,1,6,1,5
69672,3,4,7,4,4,4,6,2,2,42,420716,1,5,2023,2,3,4,3,0,0,0,1,6,1,5
69673,4,5,11,7,8,8,10,6,2,42,420717,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
69674,3,5,8,5,5,5,7,3,2,42,420718,0,1,2023,3,4,4,2,2,7,1,1,1,2,1
69675,2,2,5,2,2,2,4,1,2,42,420718,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69676,2,2,5,2,2,2,4,1,2,42,420718,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
69677,3,5,9,6,6,6,8,4,2,42,420719,0,1,2023,4,4,4,3,1,1,2,1,1,2,3
69678,5,6,13,8,10,10,12,7,3,42,420719,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69679,4,5,11,7,8,8,10,6,2,42,420720,1,1,2023,1,1,4,2,1,2,3,1,1,1,1
69680,3,4,7,4,4,4,6,3,2,42,420720,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69681,4,5,10,6,7,7,9,5,2,42,420721,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
69682,4,5,10,6,7,7,9,6,2,42,420721,2,1,2023,2,1,4,3,0,0,0,1,6,1,5
69683,2,3,6,3,3,3,5,2,2,42,420721,2,2,2023,1,1,4,1,0,0,0,1,6,1,5
69684,3,5,9,6,6,6,8,5,2,42,420722,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69685,3,5,8,5,5,5,7,3,2,42,420722,2,1,2023,1,2,4,4,1,1,2,1,1,1,3
69686,4,5,10,6,7,7,9,5,2,42,420723,1,1,2023,1,1,4,3,1,2,3,1,1,1,3
69687,4,5,10,6,7,7,9,6,2,42,420723,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69688,3,4,7,4,4,4,6,2,2,42,420724,1,1,2023,1,2,4,2,1,1,2,1,1,1,1
69689,3,5,9,6,6,6,8,5,2,42,420725,1,1,2023,1,4,1,2,1,2,3,1,1,1,1
69690,2,3,6,3,3,3,5,2,2,42,420726,1,1,2023,1,4,2,2,1,1,2,1,1,1,1
69691,2,2,5,2,2,2,4,1,2,42,420727,1,1,2023,1,3,4,2,1,1,2,1,1,1,1
69692,2,2,5,2,2,2,4,1,2,42,420727,1,2,2023,2,1,4,3,0,0,0,2,6,1,5
69693,4,5,10,6,7,7,9,6,2,42,420727,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69694,2,2,5,2,2,2,4,1,2,42,420728,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69695,4,5,12,7,9,9,11,6,2,42,420728,2,1,2023,1,1,4,3,1,1,2,1,1,1,3
69696,3,4,7,4,4,4,6,3,2,42,420728,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69697,1,1,2,1,1,1,1,1,1,42,420728,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
69698,1,1,3,1,1,1,2,1,1,42,420728,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
69699,3,5,8,5,5,5,7,3,2,42,420729,1,1,2023,1,2,4,3,1,1,2,2,1,1,1
69700,2,3,6,3,3,3,5,2,2,42,420730,1,1,2023,1,4,1,2,1,1,2,1,1,1,1
69701,3,5,8,5,5,5,7,3,2,42,420731,1,1,2023,1,1,4,2,1,1,2,1,1,1,1
69702,2,3,6,3,3,3,5,2,2,42,420731,2,1,2023,1,2,4,4,0,0,0,1,6,1,5
69703,4,5,11,7,8,8,10,6,2,42,420732,1,1,2023,1,2,4,1,1,1,2,1,1,1,2
69704,3,4,7,4,4,4,6,3,2,42,420733,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
69705,3,4,7,4,4,4,6,3,2,42,420733,1,2,2023,2,2,4,1,1,2,3,1,1,1,1
69706,3,4,7,4,4,4,6,3,2,42,420733,1,3,2023,2,2,4,3,0,0,0,1,6,1,5
69707,3,4,7,4,4,4,6,2,2,42,420734,1,1,2023,1,1,4,3,1,1,2,1,1,1,3
69708,3,5,8,5,5,5,7,4,2,42,420735,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
69709,4,5,12,7,9,9,11,6,2,42,420736,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69710,4,5,11,7,8,8,10,6,2,42,420736,2,1,2023,1,4,2,4,1,1,2,1,1,1,3
69711,4,5,11,7,8,8,10,6,2,42,420737,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69712,3,4,7,4,4,4,6,3,2,42,420737,2,1,2023,1,4,1,1,1,1,2,1,1,1,1
69713,3,4,7,4,4,4,6,2,2,42,420738,0,1,2023,3,4,4,1,1,1,2,1,1,4,3
69714,2,2,5,2,2,2,4,2,2,42,420738,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69715,3,5,9,6,6,6,8,5,2,42,420739,1,1,2023,1,4,1,3,1,1,2,1,1,1,3
69716,4,5,12,7,9,9,11,6,2,42,420740,1,1,2023,1,4,1,1,1,1,2,1,1,1,1
69717,2,2,5,2,2,2,4,2,2,42,420741,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
69718,4,5,11,7,8,8,10,6,2,42,420741,2,1,2023,1,1,4,3,1,1,2,1,1,1,3
69719,1,1,2,1,1,1,2,1,1,42,420741,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69720,4,5,10,6,7,7,9,6,2,42,420742,1,1,2023,1,1,4,4,0,0,0,1,6,1,5
69721,4,5,12,7,9,9,11,6,2,42,420742,2,1,2023,1,1,4,1,1,1,2,1,1,1,3
69722,4,5,12,7,9,9,11,6,2,42,420743,0,1,2023,3,4,4,1,1,1,2,1,1,2,1
69723,3,4,7,4,4,4,6,3,2,42,420743,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69724,1,1,3,1,1,1,2,1,1,42,420743,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69725,1,1,2,1,1,1,2,1,1,42,420743,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
69726,3,4,7,4,4,4,6,2,2,42,420744,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
69727,5,6,13,8,10,10,12,7,3,42,420744,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69728,3,4,7,4,4,4,6,3,2,42,420745,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
69729,4,5,11,7,8,8,10,6,2,42,420745,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
69730,4,5,10,6,7,7,9,5,2,42,420746,1,1,2023,1,1,4,5,2,7,1,1,1,1,3
69731,3,5,9,6,6,6,8,5,2,42,420747,1,1,2023,1,4,2,3,2,1,1,1,1,1,3
69732,3,4,7,4,4,4,6,3,2,42,420748,1,1,2023,1,3,4,4,0,0,0,1,6,1,5
69733,3,5,9,6,6,6,8,5,2,42,420748,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69734,1,1,1,1,1,1,1,1,1,42,420748,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69735,3,4,7,4,4,4,6,3,2,42,420748,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
69736,3,5,9,6,6,6,8,5,2,42,420748,4,1,2023,1,1,4,5,1,1,2,1,1,1,1
69737,3,5,8,5,5,5,7,3,2,42,420748,5,1,2023,1,1,4,3,0,0,0,1,6,1,5
69738,4,5,12,7,9,9,11,6,2,42,420749,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69739,4,5,12,7,9,9,11,6,2,42,420749,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69740,4,5,12,7,9,9,11,6,2,42,420749,1,3,2023,2,1,4,3,1,1,2,1,1,1,3
69741,4,5,12,7,9,9,11,6,2,42,420749,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
69742,3,4,7,4,4,4,6,2,2,42,420749,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69743,2,3,6,3,3,3,5,2,2,42,420749,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69744,1,1,1,1,1,1,1,1,1,42,420749,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
69745,1,1,1,1,1,1,1,1,1,42,420749,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
69746,4,5,11,7,8,8,10,6,2,42,420749,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
69747,1,1,4,1,1,1,3,1,1,42,420749,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
69748,1,1,2,1,1,1,2,1,1,42,420749,3,3,2023,2,1,4,3,0,0,0,1,6,1,5
69749,1,1,3,1,1,1,2,1,1,42,420749,3,4,2023,2,1,4,3,0,0,0,1,6,1,5
69750,1,1,2,1,1,1,1,1,1,42,420749,3,5,2023,2,1,4,3,0,0,0,1,6,1,5
69751,1,1,3,1,1,1,2,1,1,42,420749,3,6,2023,2,2,4,3,0,0,0,1,6,1,5
69752,4,5,12,7,9,9,11,6,2,42,420750,1,1,2023,1,1,4,3,1,7,8,1,1,1,3
69753,3,4,7,4,4,4,6,3,2,42,420751,1,1,2023,1,4,1,1,3,8,9,1,1,1,1
69754,3,5,8,5,5,5,7,4,2,42,420752,1,1,2023,1,2,4,2,1,1,2,2,1,1,1
69755,2,3,6,3,3,3,5,2,2,42,420753,1,1,2023,1,2,4,1,1,2,3,2,1,1,1
69756,4,5,10,6,7,7,9,5,2,42,420754,1,1,2023,1,2,4,5,1,1,2,2,1,1,1
69757,3,5,9,6,6,6,8,5,2,42,420755,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69758,4,5,12,7,9,9,11,6,2,42,420755,1,2,2023,2,1,4,3,1,1,2,1,1,1,2
69759,4,5,12,7,9,9,11,6,2,42,420755,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
69760,3,5,9,6,6,6,8,4,2,42,420756,0,1,2023,3,4,4,1,1,2,3,1,1,3,1
69761,3,4,7,4,4,4,6,2,2,42,420756,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69762,4,5,12,7,9,9,11,6,2,42,420757,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
69763,4,5,10,6,7,7,9,5,2,42,420757,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
69764,4,5,10,6,7,7,9,5,2,42,420757,2,1,2023,1,4,2,5,1,1,2,1,1,1,1
69765,4,5,11,7,8,8,10,6,2,42,420758,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69766,2,3,6,3,3,3,5,2,2,42,420758,2,1,2023,1,4,1,1,1,1,2,1,1,1,3
69767,4,5,10,6,7,7,9,5,2,42,420759,1,1,2023,1,4,2,2,1,1,2,1,1,1,3
69768,3,5,8,5,5,5,7,3,2,42,420760,1,1,2023,1,2,4,5,1,1,2,2,1,1,1
69769,2,3,6,3,3,3,5,2,2,42,420761,1,1,2023,1,2,4,5,1,1,2,1,1,1,1
69770,2,3,6,3,3,3,5,2,2,42,420762,0,1,2023,3,4,4,4,3,8,9,1,1,3,1
69771,5,6,13,8,10,10,12,7,3,42,420762,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69772,4,5,10,6,7,7,9,6,2,42,420763,1,1,2023,1,4,1,2,1,1,2,1,1,1,3
69773,3,5,9,6,6,6,8,5,2,42,420764,0,1,2023,3,4,4,3,3,8,9,1,1,4,1
69774,4,5,10,6,7,7,9,6,2,42,420764,1,1,2023,1,1,4,4,0,0,0,1,6,1,5
69775,4,5,11,7,8,8,10,6,2,42,420765,0,1,2023,3,4,4,3,3,8,9,1,1,2,3
69776,4,5,10,6,7,7,9,6,2,42,420765,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
69777,3,4,7,4,4,4,6,2,2,42,420766,1,1,2023,1,4,1,3,1,1,2,1,1,1,3
69778,3,4,7,4,4,4,6,2,2,42,420767,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
69779,4,5,12,7,9,9,11,6,2,42,420767,2,1,2023,1,1,4,3,1,1,2,1,1,1,3
69780,2,2,5,2,2,2,4,1,2,42,420768,1,1,2023,1,2,4,3,0,0,0,1,6,1,5
69781,2,2,5,2,2,2,4,1,2,42,420768,1,2,2023,2,2,4,4,1,1,2,2,1,1,3
69782,4,5,12,7,9,9,11,6,2,42,420769,1,1,2023,1,4,2,3,1,1,2,1,1,1,3
69783,3,4,7,4,4,4,6,3,2,42,420770,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69784,3,5,8,5,5,5,7,3,2,42,420770,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69785,3,5,8,5,5,5,7,4,2,42,420770,3,1,2023,1,3,4,3,1,1,2,1,1,1,3
69786,1,1,4,1,1,2,3,1,1,42,420770,3,2,2023,2,3,4,4,3,8,9,1,1,1,1
69787,3,5,8,5,5,5,7,3,2,42,420770,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
69788,3,4,7,4,4,4,6,2,2,42,420770,5,1,2023,1,1,4,4,3,8,9,1,1,1,3
69789,4,5,10,6,7,7,9,6,2,42,420771,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69790,4,5,10,6,7,7,9,6,2,42,420771,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69791,3,5,8,5,5,5,7,4,2,42,420771,2,1,2023,1,2,4,3,3,8,9,1,1,1,1
69792,3,4,7,4,4,4,6,3,2,42,420772,0,1,2023,3,4,4,3,3,8,9,1,1,3,3
69793,3,5,9,6,6,6,8,4,2,42,420772,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69794,1,1,3,1,1,1,3,1,1,42,420773,0,1,2023,5,4,4,1,1,1,2,1,1,3,3
69795,3,5,9,6,6,6,8,4,2,42,420773,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
69796,3,5,9,6,6,6,8,5,2,42,420774,1,1,2023,1,4,2,1,3,8,9,1,1,1,1
69797,3,5,8,5,5,5,7,3,2,42,420775,1,1,2023,1,4,2,2,2,1,1,1,1,1,1
69798,3,5,8,5,5,5,7,4,2,42,420775,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69799,1,1,3,1,1,1,3,1,1,42,420775,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69800,2,2,5,2,2,2,4,1,2,42,420776,1,1,2023,1,2,4,4,0,0,0,1,6,1,5
69801,2,2,5,2,2,2,4,1,2,42,420776,1,2,2023,2,2,4,2,1,1,2,1,1,1,1
69802,2,2,5,2,2,2,4,1,2,42,420776,1,3,2023,2,2,4,3,0,0,0,1,6,1,5
69803,1,1,4,1,1,2,3,1,1,42,420776,1,4,2023,2,2,4,3,0,0,0,1,6,1,5
69804,2,2,5,2,2,2,4,1,2,42,420776,1,5,2023,2,2,4,3,0,0,0,1,6,1,5
69805,2,3,6,3,3,3,5,2,2,42,420777,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
69806,5,6,13,8,10,10,12,7,3,42,420777,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69807,4,5,12,7,9,9,11,6,2,42,420778,1,1,2023,1,1,4,4,1,1,2,1,1,1,3
69808,2,3,6,3,3,3,5,2,2,42,420778,2,1,2023,1,2,4,3,0,0,0,1,6,1,5
69809,3,4,7,4,4,4,6,2,2,42,420779,1,1,2023,1,4,3,2,1,1,2,1,1,1,1
69810,4,5,10,6,7,7,9,6,2,42,420780,1,1,2023,1,1,4,3,1,1,2,1,1,1,3
69811,4,5,11,7,8,8,10,6,2,42,420780,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69812,4,5,10,6,7,7,9,5,2,42,420780,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69813,2,2,5,2,2,2,4,1,2,42,420780,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69814,2,2,5,2,2,2,4,1,2,42,420780,2,3,2023,2,2,4,3,0,0,0,1,6,1,5
69815,4,5,10,6,7,7,9,5,2,42,420781,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
69816,3,4,7,4,4,4,6,2,2,42,420781,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
69817,3,5,9,6,6,6,8,5,2,42,420781,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69818,2,3,6,3,3,3,5,2,2,42,420782,1,1,2023,1,2,4,2,1,1,2,1,1,1,3
69819,2,3,6,3,3,3,5,2,2,42,420782,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
69820,3,4,7,4,4,4,6,2,2,42,420782,1,3,2023,2,2,4,3,0,0,0,1,6,1,5
69821,3,5,8,5,5,5,7,4,2,42,420783,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
69822,5,6,13,8,10,10,12,7,3,42,420783,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69823,3,4,7,4,4,4,6,2,2,42,420784,1,1,2023,1,1,4,4,1,1,2,1,1,1,1
69824,3,4,7,4,4,4,6,2,2,42,420784,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69825,3,4,7,4,4,4,6,3,2,42,420784,1,3,2023,2,3,4,3,0,0,0,1,6,1,5
69826,3,4,7,4,4,4,6,2,2,42,420784,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69827,4,5,10,6,7,7,9,5,2,42,420785,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
69828,4,5,10,6,7,7,9,6,2,42,420786,1,1,2023,1,2,4,1,3,8,9,2,1,1,1
69829,4,5,10,6,7,7,9,6,2,42,420787,1,1,2023,1,4,2,2,1,1,2,1,1,1,3
69830,3,4,7,4,4,4,6,3,2,42,420788,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69831,3,4,7,4,4,4,6,2,2,42,420788,1,2,2023,2,2,4,3,1,4,5,2,1,1,1
69832,1,1,1,1,1,1,1,1,1,42,420788,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
69833,3,4,7,4,4,4,6,3,2,42,420789,1,1,2023,1,2,4,3,3,8,9,1,1,1,3
69834,3,4,7,4,4,4,6,2,2,42,420790,1,1,2023,1,2,4,2,3,8,9,2,1,1,3
69835,3,5,9,6,6,6,8,4,2,42,420790,2,1,2023,1,2,4,3,0,0,0,1,6,1,5
69836,3,5,9,6,6,6,8,5,2,42,420790,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
69837,2,3,6,3,3,3,5,2,2,42,420791,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
69838,3,5,9,6,6,6,8,5,2,42,420791,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69839,4,5,12,7,9,9,11,6,2,42,420792,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69840,3,4,7,4,4,4,6,2,2,42,420792,2,1,2023,1,4,1,3,1,1,2,1,1,1,1
69841,4,5,10,6,7,7,9,5,2,42,420793,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69842,3,4,7,4,4,4,6,3,2,42,420793,2,1,2023,1,4,1,5,2,7,1,1,1,1,3
69843,3,5,8,5,5,5,7,3,2,42,420794,1,1,2023,1,4,2,3,1,2,3,1,1,1,4
69844,3,5,8,5,5,5,7,4,2,42,420794,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69845,2,2,5,2,2,2,4,1,2,42,420795,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
69846,2,2,5,2,2,2,4,1,2,42,420795,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
69847,2,2,5,2,2,2,4,1,2,42,420795,1,3,2023,2,2,4,1,1,1,2,1,1,1,1
69848,3,4,7,4,4,4,6,2,2,42,420796,1,1,2023,1,2,4,2,1,1,2,2,1,1,1
69849,3,5,8,5,5,5,7,4,2,42,420797,1,1,2023,1,4,2,2,1,2,3,1,1,1,1
69850,2,3,6,3,3,3,5,2,2,42,420798,1,1,2023,1,4,1,3,3,8,9,1,1,1,3
69851,2,3,6,3,3,3,5,2,2,42,420799,1,1,2023,1,3,4,2,1,1,2,1,1,1,3
69852,2,3,6,3,3,3,5,2,2,42,420799,2,1,2023,1,2,4,2,0,0,0,1,6,1,5
69853,2,2,5,2,2,2,4,1,2,42,420800,1,1,2023,1,2,4,1,3,8,9,2,1,1,1
69854,2,2,5,2,2,2,4,1,2,42,420801,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
69855,2,2,5,2,2,2,4,1,2,42,420801,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
69856,3,4,7,4,4,4,6,3,2,42,420802,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
69857,3,5,8,5,5,5,7,3,2,42,420802,1,2,2023,2,2,4,5,1,1,2,1,1,1,1
69858,4,5,10,6,7,7,9,6,2,42,420802,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69859,4,5,11,7,8,8,10,6,2,42,420803,1,1,2023,1,1,4,1,1,2,3,1,1,1,3
69860,3,5,8,5,5,5,7,4,2,42,420803,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69861,3,5,9,6,6,6,8,4,2,42,420804,1,1,2023,1,4,2,2,1,1,2,1,1,1,1
69862,4,5,11,7,8,8,10,6,2,42,420805,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69863,4,5,10,6,7,7,9,6,2,42,420805,2,1,2023,1,4,1,1,1,1,2,1,1,1,1
69864,2,3,6,3,3,3,5,2,2,42,420806,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
69865,4,5,12,7,9,9,11,6,2,42,420807,1,1,2023,1,4,1,1,1,1,2,1,1,1,3
69866,3,5,8,5,5,5,7,4,2,42,420808,0,1,2023,3,4,4,2,3,8,9,1,1,3,1
69867,3,5,9,6,6,6,8,5,2,42,420808,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
69868,4,5,10,6,7,7,9,5,2,42,420808,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69869,4,5,11,7,8,8,10,6,2,42,420809,0,1,2023,5,4,4,3,0,0,0,1,6,3,5
69870,4,5,11,7,8,8,10,6,2,42,420809,0,2,2023,5,4,4,3,1,7,8,1,1,3,1
69871,4,5,12,7,9,9,11,6,2,42,420809,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69872,4,5,12,7,9,9,11,6,2,42,420810,1,1,2023,1,1,4,4,0,0,0,1,6,1,5
69873,3,4,7,4,4,4,6,2,2,42,420810,2,1,2023,1,4,1,1,1,2,3,1,1,1,3
69874,3,4,7,4,4,4,6,3,2,42,420811,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69875,3,5,8,5,5,5,7,3,2,42,420811,2,1,2023,1,4,1,3,1,1,2,1,1,1,3
69876,3,5,8,5,5,5,7,4,2,42,420812,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69877,4,5,10,6,7,7,9,5,2,42,420812,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69878,1,1,4,1,1,2,3,1,1,42,420812,2,2,2023,2,2,4,1,1,4,5,2,1,1,1
69879,1,1,4,1,1,2,3,1,1,42,420812,2,3,2023,2,2,4,3,0,0,0,2,6,1,5
69880,1,1,4,1,1,1,3,1,1,42,420812,2,4,2023,2,2,4,3,0,0,0,1,6,1,5
69881,1,1,4,1,1,1,3,1,1,42,420812,2,5,2023,2,2,4,3,0,0,0,1,6,1,5
69882,2,3,6,3,3,3,5,2,2,42,420813,0,1,2023,4,4,4,1,1,1,2,1,1,4,1
69883,3,4,7,4,4,4,6,2,2,42,420813,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
69884,4,5,11,7,8,8,10,6,2,42,420814,0,1,2023,3,4,4,1,2,7,1,1,1,2,3
69885,4,5,11,7,8,8,10,6,2,42,420814,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69886,2,2,5,2,2,2,4,1,2,42,420815,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
69887,2,2,5,2,2,2,4,1,2,42,420815,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
69888,3,5,8,5,5,5,7,4,2,42,420815,2,1,2023,1,4,1,1,1,1,2,1,1,1,3
69889,3,5,8,5,5,5,7,3,2,42,420816,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
69890,3,4,7,4,4,4,6,3,2,42,420816,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
69891,3,4,7,4,4,4,6,3,2,42,420817,1,1,2023,1,4,1,3,1,2,3,1,1,1,3
69892,4,5,11,7,8,8,10,6,2,42,420818,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
69893,4,5,11,7,8,8,10,6,2,42,420819,1,1,2023,1,4,1,1,1,1,2,1,1,1,1
69894,3,5,8,5,5,5,7,4,2,42,420819,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
