OBJECTID,A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,STATE,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_RESTUSE,A_HELMUSE,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC,A_DOA
4352,3,4,7,4,4,4,6,2,2,4,40800,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4353,3,5,9,6,6,6,8,5,2,4,40800,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
4354,3,5,9,6,6,6,8,5,2,4,40801,1,1,2023,1,2,4,3,2,7,1,1,1,1,1
4355,4,5,10,6,7,7,9,5,2,4,40801,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4356,3,5,8,5,5,5,7,4,2,4,40802,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4357,4,5,10,6,7,7,9,5,2,4,40802,2,1,2023,1,4,1,5,1,2,3,1,1,1,3
4358,3,5,8,5,5,5,7,4,2,4,40802,2,2,2023,2,4,2,5,1,2,3,1,1,1,3
4359,4,5,10,6,7,7,9,5,2,4,40803,1,1,2023,1,2,4,5,1,1,2,1,1,1,1
4360,3,5,8,5,5,5,7,4,2,4,40803,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4361,3,4,7,4,4,4,6,2,2,4,40804,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4362,3,5,8,5,5,5,7,4,2,4,40804,2,1,2023,1,1,4,3,1,1,2,1,1,1,1
4363,3,5,8,5,5,5,7,3,2,4,40804,2,2,2023,2,1,4,3,1,1,2,1,1,1,1
4364,1,1,1,1,1,1,1,1,1,4,40804,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
4365,1,1,2,1,1,1,2,1,1,4,40804,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
4366,1,1,2,1,1,1,2,1,1,4,40804,2,5,2023,2,1,4,3,0,0,0,1,6,1,5
4367,2,3,6,3,3,3,5,2,2,4,40805,1,1,2023,1,2,4,5,0,0,0,1,6,1,5
4368,2,3,6,3,3,3,5,2,2,4,40805,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
4369,3,4,7,4,4,4,6,2,2,4,40805,1,3,2023,2,2,4,3,0,0,0,1,6,1,5
4370,2,2,5,2,2,2,4,1,2,4,40805,2,1,2023,1,1,4,1,1,7,8,1,1,1,1
4371,2,2,5,2,2,2,4,2,2,4,40805,2,2,2023,2,1,4,1,1,7,8,1,1,1,1
4372,4,5,10,6,7,7,9,5,2,4,40806,1,1,2023,1,4,2,5,2,1,1,1,1,1,3
4373,3,4,7,4,4,4,6,3,2,4,40807,1,1,2023,1,3,4,5,1,1,2,1,1,1,1
4374,4,5,10,6,7,7,9,5,2,4,40807,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4375,3,5,8,5,5,5,7,3,2,4,40808,0,1,2023,3,4,4,3,1,8,8,1,1,3,3
4376,3,4,7,4,4,4,6,3,2,4,40808,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4377,3,5,8,5,5,5,7,3,2,4,40809,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
4378,3,4,7,4,4,4,6,2,2,4,40809,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4379,3,4,7,4,4,4,6,2,2,4,40809,2,2,2023,2,1,4,3,1,3,4,1,1,1,1
4380,4,5,11,7,8,8,10,6,2,4,40810,0,1,2023,3,4,4,1,1,1,2,1,1,2,1
4381,4,5,11,7,8,8,10,6,2,4,40810,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4382,1,1,4,1,1,1,3,1,1,4,40811,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4383,1,1,4,1,1,2,3,1,1,4,40811,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4384,1,1,4,1,1,1,3,1,1,4,40811,1,3,2023,2,1,4,2,1,1,2,1,1,1,3
4385,1,1,4,1,1,2,3,1,1,4,40811,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
4386,1,1,4,1,1,1,3,1,1,4,40811,1,5,2023,2,2,4,3,0,0,0,1,6,1,5
4387,1,1,4,1,1,1,3,1,1,4,40811,1,6,2023,2,1,4,3,0,0,0,1,6,1,5
4388,1,1,4,1,1,1,3,1,1,4,40811,1,7,2023,2,1,4,3,0,0,0,1,6,1,5
4389,1,1,4,1,1,2,3,1,1,4,40811,1,8,2023,2,1,4,3,0,0,0,1,6,1,5
4390,3,5,8,5,5,5,7,3,2,4,40812,0,1,2023,3,4,4,5,1,3,4,1,1,3,3
4391,5,6,13,8,10,10,12,7,3,4,40812,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
4392,3,4,7,4,4,4,6,2,2,4,40813,1,1,2023,1,2,4,4,1,3,4,1,1,1,1
4393,2,3,6,3,3,3,5,2,2,4,40813,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
4394,3,5,9,6,6,6,8,5,2,4,40813,2,1,2023,1,1,4,4,1,8,8,1,1,1,1
4395,3,5,9,6,6,6,8,4,2,4,40814,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
4396,3,5,8,5,5,5,7,3,2,4,40814,1,2,2023,2,2,4,5,1,1,2,1,1,1,1
4397,2,2,5,2,2,2,4,1,2,4,40815,1,1,2023,1,4,1,5,1,1,2,1,1,1,1
4398,3,5,9,6,6,6,8,4,2,4,40816,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
4399,3,5,8,5,5,5,7,4,2,4,40816,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4400,4,5,10,6,7,7,9,6,2,4,40816,2,1,2023,1,1,4,5,2,1,1,1,1,1,2
4401,4,5,10,6,7,7,9,5,2,4,40816,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4402,4,5,12,7,9,9,11,6,2,4,40817,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4403,4,5,12,7,9,9,11,6,2,4,40817,1,2,2023,2,1,4,3,1,1,2,1,1,1,3
4404,3,5,8,5,5,5,7,4,2,4,40817,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4405,3,5,8,5,5,5,7,3,2,4,40817,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4406,1,1,2,1,1,1,2,1,1,4,40817,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
4407,4,5,10,6,7,7,9,6,2,4,40818,0,1,2023,3,4,4,3,2,1,1,1,1,3,3
4408,3,4,7,4,4,4,6,3,2,4,40818,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4409,4,5,11,7,8,8,10,6,2,4,40819,1,1,2023,1,1,4,5,1,1,2,1,1,1,3
4410,4,5,12,7,9,9,11,6,2,4,40820,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4411,4,5,12,7,9,9,11,6,2,4,40820,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4412,3,4,7,4,4,4,6,3,2,4,40820,2,1,2023,1,4,1,2,2,1,1,1,1,1,1
4413,5,6,13,8,10,10,12,7,3,4,40821,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
4414,3,5,8,5,5,5,7,4,2,4,40821,2,1,2023,1,4,1,2,1,1,2,1,1,1,3
4415,3,5,9,6,6,6,8,4,2,4,40821,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4416,2,2,5,2,2,2,4,1,2,4,40822,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4417,1,1,4,1,1,2,3,1,1,4,40822,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4418,1,1,4,1,1,1,3,1,1,4,40822,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
4419,2,2,5,2,2,2,4,1,2,4,40822,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
4420,3,5,8,5,5,5,7,3,2,4,40822,2,1,2023,1,4,1,3,1,2,3,1,1,1,3
4421,4,5,12,7,9,9,11,6,2,4,40823,0,1,2023,3,4,4,5,1,1,2,1,1,3,3
4422,3,5,9,6,6,6,8,4,2,4,40823,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4423,2,3,6,3,3,3,5,2,2,4,40824,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
4424,3,5,8,5,5,5,7,4,2,4,40824,2,1,2023,1,4,2,5,1,1,2,1,1,1,1
4425,4,5,11,7,8,8,10,6,2,4,40825,1,1,2023,1,2,4,5,1,1,2,1,1,1,3
4426,4,5,12,7,9,9,11,6,2,4,40825,2,1,2023,1,1,4,5,0,0,0,1,6,1,5
4427,3,4,7,4,4,4,6,2,2,4,40826,1,1,2023,1,2,4,5,1,1,2,2,1,1,1
4428,3,4,7,4,4,4,6,2,2,4,40827,1,1,2023,1,1,4,4,0,0,0,1,6,1,5
4429,3,5,8,5,5,5,7,3,2,4,40827,1,2,2023,2,2,4,3,1,3,4,2,1,1,1
4430,2,2,5,2,2,2,4,1,2,4,40828,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
4431,2,2,5,2,2,2,4,1,2,4,40828,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
4432,3,5,9,6,6,6,8,4,2,4,40828,1,3,2023,2,2,4,1,3,1,8,1,1,1,1
4433,3,5,9,6,6,6,8,5,2,4,40828,1,4,2023,2,3,4,3,0,0,0,1,6,1,5
4434,3,5,9,6,6,6,8,5,2,4,40828,1,5,2023,2,3,4,3,0,0,0,3,6,1,5
4435,3,5,8,5,5,5,7,3,2,4,40828,1,6,2023,2,3,4,3,0,0,0,1,6,1,5
4436,4,5,10,6,7,7,9,5,2,4,40828,2,1,2023,1,3,4,5,1,8,8,1,1,1,3
4437,4,5,10,6,7,7,9,5,2,4,40828,2,2,2023,2,3,4,1,1,8,8,1,1,1,1
4438,4,5,10,6,7,7,9,5,2,4,40828,2,3,2023,2,3,4,1,1,8,8,1,1,1,1
4439,4,5,11,7,8,8,10,6,2,4,40829,0,1,2023,3,4,4,5,1,1,2,1,1,3,1
4440,4,5,12,7,9,9,11,6,2,4,40829,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4441,3,4,7,4,4,4,6,3,2,4,40829,3,1,2023,2,2,4,3,0,0,0,2,6,1,5
4442,3,4,7,4,4,4,6,3,2,4,40830,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4443,3,5,9,6,6,6,8,4,2,4,40830,2,1,2023,1,4,2,2,2,1,1,1,1,1,3
4444,4,5,11,7,8,8,10,6,2,4,40832,0,1,2023,3,4,4,3,1,1,2,1,1,2,3
4445,3,5,9,6,6,6,8,4,2,4,40832,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4446,4,5,11,7,8,8,10,6,2,4,40833,1,1,2023,1,1,4,3,1,1,2,1,1,1,3
4447,2,3,6,3,3,3,5,2,2,4,40833,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4448,2,3,6,3,3,3,5,2,2,4,40833,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4449,3,4,7,4,4,4,6,2,2,4,40833,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4450,3,4,7,4,4,4,6,2,2,4,40833,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
4451,4,5,10,6,7,7,9,6,2,4,40834,0,1,2023,3,4,4,5,1,8,8,1,1,3,1
4452,3,4,7,4,4,4,6,2,2,4,40834,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4453,4,5,10,6,7,7,9,6,2,4,40835,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
4454,2,3,6,3,3,3,5,2,2,4,40835,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4455,2,2,5,2,2,2,4,2,2,4,40836,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4456,2,2,5,2,2,2,4,2,2,4,40836,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4457,2,3,6,3,3,3,5,2,2,4,40836,1,3,2023,2,2,4,3,2,1,1,2,1,1,3
4458,3,4,7,4,4,4,6,2,2,4,40837,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4459,3,5,9,6,6,6,8,4,2,4,40837,1,2,2023,2,2,4,3,2,1,1,1,1,1,3
4460,3,5,9,6,6,6,8,4,2,4,40837,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4461,4,5,12,7,9,9,11,6,2,4,40838,1,1,2023,1,2,4,3,1,1,2,2,1,1,1
4462,4,5,11,7,8,8,10,6,2,4,40838,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4463,4,5,11,7,8,8,10,6,2,4,40838,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4464,2,3,6,3,3,3,5,2,2,4,40840,1,1,2023,1,1,4,1,1,2,3,1,1,1,3
4465,2,2,5,2,2,2,4,1,2,4,40841,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4466,2,2,5,2,2,2,4,1,2,4,40841,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4467,2,2,5,2,2,2,4,1,2,4,40841,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
4468,2,2,5,2,2,2,4,1,2,4,40841,1,4,2023,2,2,4,3,0,0,0,1,6,1,5
4469,3,5,8,5,5,5,7,4,2,4,40841,2,1,2023,1,4,2,2,1,1,2,1,1,1,3
4470,3,5,8,5,5,5,7,4,2,4,40841,2,2,2023,2,4,2,3,1,1,2,1,1,1,3
4471,2,3,6,3,3,3,5,2,2,4,40842,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
4472,3,4,7,4,4,4,6,2,2,4,40842,1,2,2023,2,1,4,5,1,2,3,1,1,1,1
4473,4,5,10,6,7,7,9,6,2,4,40842,2,1,2023,1,1,4,5,0,0,0,1,6,1,5
4474,4,5,10,6,7,7,9,5,2,4,40842,3,1,2023,1,1,4,5,0,0,0,1,6,1,5
4475,3,5,9,6,6,6,8,5,2,4,40843,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
4476,5,6,13,8,10,10,12,7,3,4,40843,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
4477,3,5,8,5,5,5,7,4,2,4,40844,0,1,2023,3,4,4,2,1,1,2,1,1,2,1
4478,3,5,9,6,6,6,8,5,2,4,40844,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4479,3,5,9,6,6,6,8,5,2,4,40844,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4480,2,2,5,2,2,2,4,1,2,4,40844,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4481,3,4,7,4,4,4,6,2,2,4,40845,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4482,2,3,6,3,3,3,5,2,2,4,40845,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4483,2,2,5,2,2,2,4,1,2,4,40845,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
4484,4,5,10,6,7,7,9,5,2,4,40845,2,1,2023,1,1,4,3,1,2,3,1,1,1,3
4485,4,5,11,7,8,8,10,6,2,4,40845,3,1,2023,1,1,4,5,0,0,0,1,6,1,5
4486,3,4,7,4,4,4,6,3,2,4,40846,0,1,2023,4,4,4,1,2,1,1,1,1,3,3
4487,3,5,8,5,5,5,7,4,2,4,40846,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
4488,5,6,13,8,10,10,12,7,3,4,40847,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
4489,4,5,10,6,7,7,9,5,2,4,40847,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4490,3,4,7,4,4,4,6,2,2,4,40847,3,1,2023,1,1,4,2,1,1,2,1,1,1,3
4491,4,5,10,6,7,7,9,6,2,4,40848,1,1,2023,1,3,4,3,1,1,2,2,1,1,1
4492,4,5,10,6,7,7,9,6,2,4,40848,1,2,2023,2,1,4,3,2,1,1,1,1,1,1
4493,3,4,7,4,4,4,6,3,2,4,40848,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4494,4,5,11,7,8,8,10,6,2,4,40849,0,1,2023,3,4,4,5,1,8,8,1,1,3,3
4495,4,5,10,6,7,7,9,6,2,4,40849,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
4496,2,3,6,3,3,3,5,2,2,4,40850,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
4497,2,3,6,3,3,3,5,2,2,4,40850,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4498,4,5,10,6,7,7,9,5,2,4,40850,2,1,2023,1,4,2,1,1,1,2,1,1,1,1
4499,2,3,6,3,3,3,5,2,2,4,40850,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4500,3,5,9,6,6,6,8,5,2,4,40851,0,1,2023,4,4,4,1,1,1,2,1,1,2,3
4501,3,4,7,4,4,4,6,3,2,4,40851,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4502,3,5,9,6,6,6,8,5,2,4,40852,1,1,2023,1,4,2,2,1,1,2,1,1,1,3
4503,3,4,7,4,4,4,6,2,2,4,40853,1,1,2023,1,2,4,2,2,1,1,2,1,1,3
4504,4,5,12,7,9,9,11,6,2,4,40854,1,1,2023,1,1,4,3,1,1,2,1,1,1,1
4505,2,2,5,2,2,2,4,1,2,4,40854,2,1,2023,1,2,4,3,0,0,0,1,6,1,5
4506,3,4,7,4,4,4,6,3,2,4,40854,2,2,2023,2,3,4,3,0,0,0,1,6,1,5
4507,2,3,6,3,3,3,5,2,2,4,40856,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
4508,2,3,6,3,3,3,5,2,2,4,40856,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4509,4,5,11,7,8,8,10,6,2,4,40856,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
4510,4,5,12,7,9,9,11,6,2,4,40856,2,2,2023,2,1,4,3,1,1,2,1,1,1,1
4511,4,5,10,6,7,7,9,5,2,4,40857,0,1,2023,3,4,4,1,3,7,8,1,1,3,1
4512,4,5,10,6,7,7,9,6,2,4,40857,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4513,3,4,7,4,4,4,6,3,2,4,40858,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4514,3,5,9,6,6,6,8,4,2,4,40858,2,1,2023,1,3,4,1,2,1,1,1,1,1,3
4515,2,2,5,2,2,2,4,1,2,4,40858,2,2,2023,2,3,4,3,2,1,1,1,1,1,3
4516,2,2,5,2,2,2,4,1,2,4,40858,2,3,2023,2,3,4,3,0,0,0,1,6,1,5
4517,3,5,9,6,6,6,8,5,2,4,40859,1,1,2023,1,2,4,1,1,3,4,2,1,1,1
4518,4,5,12,7,9,9,11,6,2,4,40860,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
4519,4,5,11,7,8,8,10,6,2,4,40860,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4520,4,5,10,6,7,7,9,6,2,4,40861,1,1,2023,1,4,2,2,2,1,1,1,1,1,1
4521,4,5,10,6,7,7,9,5,2,4,40862,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
4522,3,4,7,4,4,4,6,3,2,4,40862,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4523,3,4,7,4,4,4,6,3,2,4,40862,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4524,3,4,7,4,4,4,6,2,2,4,40862,3,1,2023,1,2,4,3,0,0,0,1,6,1,5
4525,3,5,8,5,5,5,7,3,2,4,40864,1,1,2023,1,2,4,2,2,1,1,2,1,1,3
4526,3,4,7,4,4,4,6,3,2,4,40864,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4527,1,1,1,1,1,1,1,1,1,4,40864,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
4528,3,5,8,5,5,5,7,4,2,4,40865,0,1,2023,3,4,4,1,1,8,8,1,1,3,1
4529,2,3,6,3,3,3,5,2,2,4,40865,0,2,2023,3,4,4,3,0,0,0,1,6,3,5
4530,2,3,6,3,3,3,5,2,2,4,40865,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4531,4,5,10,6,7,7,9,6,2,4,40866,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
4532,4,5,10,6,7,7,9,6,2,4,40867,1,1,2023,1,2,4,1,2,1,1,1,1,1,1
4533,3,5,8,5,5,5,7,3,2,4,40867,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
4534,3,5,8,5,5,5,7,4,2,4,40867,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4535,3,5,8,5,5,5,7,4,2,4,40867,2,3,2023,2,2,4,3,0,0,0,1,6,1,5
4536,2,2,5,2,2,2,4,1,2,4,40868,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
4537,2,2,5,2,2,2,4,1,2,4,40869,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4538,4,5,11,7,8,8,10,6,2,4,40869,2,1,2023,1,3,4,3,2,1,1,1,1,1,3
4539,4,5,11,7,8,8,10,6,2,4,40870,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4540,3,4,7,4,4,4,6,3,2,4,40870,2,1,2023,1,4,2,3,1,1,2,1,1,1,3
4541,3,4,7,4,4,4,6,3,2,4,40871,1,1,2023,1,4,1,3,3,1,8,1,1,1,1
4542,3,4,7,4,4,4,6,2,2,4,40871,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4543,3,4,7,4,4,4,6,3,2,4,40871,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4544,2,3,6,3,3,3,5,2,2,4,40871,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4545,2,3,6,3,3,3,5,2,2,4,40871,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
4546,3,5,8,5,5,5,7,4,2,4,40872,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
4547,3,4,7,4,4,4,6,2,2,4,40872,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4548,3,4,7,4,4,4,6,3,2,4,40872,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4549,3,4,7,4,4,4,6,2,2,4,40873,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
4550,3,5,9,6,6,6,8,4,2,4,40873,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
4551,3,4,7,4,4,4,6,3,2,4,40874,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4552,4,5,11,7,8,8,10,6,2,4,40874,2,1,2023,1,1,4,1,1,1,2,1,1,1,3
4553,3,5,8,5,5,5,7,4,2,4,40874,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4554,3,5,8,5,5,5,7,3,2,4,40875,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
4555,3,4,7,4,4,4,6,2,2,4,40875,2,1,2023,1,4,1,1,2,1,1,1,1,1,1
4556,2,3,6,3,3,3,5,2,2,4,40876,1,1,2023,1,2,4,2,2,1,1,1,1,1,1
4557,1,1,1,1,1,1,1,1,1,4,40876,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
4558,4,5,10,6,7,7,9,6,2,4,40876,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4559,3,5,9,6,6,6,8,4,2,4,40877,1,1,2023,1,4,2,2,2,1,1,1,1,1,1
4560,2,2,5,2,2,2,4,1,2,4,40878,1,1,2023,1,1,4,1,2,1,1,1,1,1,3
4561,4,5,11,7,8,8,10,6,2,4,40878,2,1,2023,1,1,4,5,0,0,0,1,6,1,5
4562,2,2,5,2,2,2,4,2,2,4,40879,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
4563,4,5,10,6,7,7,9,5,2,4,40879,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4564,2,3,6,3,3,3,5,2,2,4,40880,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
4565,1,1,1,1,1,1,1,1,1,4,40880,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4566,4,5,10,6,7,7,9,6,2,4,40880,2,1,2023,1,1,4,1,2,1,1,1,1,1,1
4567,4,5,10,6,7,7,9,6,2,4,40880,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4568,4,5,11,7,8,8,10,6,2,4,40880,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
4569,4,5,11,7,8,8,10,6,2,4,40880,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
4570,3,5,8,5,5,5,7,3,2,4,40881,1,1,2023,1,2,4,3,2,1,1,1,1,1,3
4571,4,5,10,6,7,7,9,5,2,4,40881,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4572,2,2,5,2,2,2,4,1,2,4,40882,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4573,3,5,8,5,5,5,7,3,2,4,40882,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4574,3,4,7,4,4,4,6,2,2,4,40882,2,1,2023,1,4,1,3,1,1,2,1,1,1,3
4575,3,4,7,4,4,4,6,3,2,4,40882,2,2,2023,2,4,1,3,0,0,0,1,6,1,5
4576,2,2,5,2,2,2,4,1,2,4,40883,1,1,2023,1,4,1,1,1,1,2,1,1,1,1
4577,4,5,11,7,8,8,10,6,2,4,40883,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4578,3,5,8,5,5,5,7,4,2,4,40884,1,1,2023,1,3,4,2,1,1,2,1,1,1,3
4579,2,2,5,2,2,2,4,2,2,4,40884,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4580,3,5,9,6,6,6,8,5,2,4,40885,1,1,2023,1,2,4,3,1,3,4,2,1,1,1
4581,1,1,4,1,1,1,3,1,1,4,40886,1,1,2023,1,2,4,5,2,1,1,2,1,1,1
4582,1,1,4,1,1,1,3,1,1,4,40886,1,2,2023,2,2,4,5,2,1,1,2,1,1,1
4583,3,4,7,4,4,4,6,3,2,4,40886,2,1,2023,1,1,4,5,0,0,0,1,6,1,5
4584,3,5,8,5,5,5,7,4,2,4,40886,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4585,3,4,7,4,4,4,6,2,2,4,40886,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
4586,2,2,5,2,2,2,4,2,2,4,40887,1,1,2023,1,1,4,3,1,8,8,1,1,1,1
4587,2,3,6,3,3,3,5,2,2,4,40887,1,2,2023,2,1,4,5,1,1,2,1,1,1,3
4588,4,5,10,6,7,7,9,5,2,4,40888,1,1,2023,1,4,2,5,1,1,2,1,1,1,3
4589,2,3,6,3,3,3,5,2,2,4,40889,1,1,2023,1,2,4,2,3,8,9,1,1,1,1
4590,2,3,6,3,3,3,5,2,2,4,40889,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
4591,2,3,6,3,3,3,5,2,2,4,40889,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4592,4,5,10,6,7,7,9,6,2,4,40890,0,1,2023,3,4,4,2,2,1,1,1,1,3,1
4593,3,5,9,6,6,6,8,4,2,4,40890,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
4594,4,5,12,7,9,9,11,6,2,4,40890,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
4595,3,5,8,5,5,5,7,3,2,4,40891,0,1,2023,4,4,4,1,2,1,1,1,1,3,3
4596,5,6,13,8,10,10,12,7,3,4,40891,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
4597,2,3,6,3,3,3,5,2,2,4,40892,1,1,2023,1,4,1,1,2,1,1,1,1,1,3
4598,3,5,9,6,6,6,8,4,2,4,40892,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
4599,3,5,9,6,6,6,8,4,2,4,40892,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
4600,4,5,11,7,8,8,10,6,2,4,40893,0,1,2023,3,4,4,2,1,1,2,1,1,3,3
4601,4,5,11,7,8,8,10,6,2,4,40893,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
4602,3,5,8,5,5,5,7,4,2,4,40894,0,1,2023,3,4,4,5,3,8,9,1,1,3,3
